Country_Name,Country_Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
El Salvador,SLV,-2.75818E-07,1.13951E-05,1.59986E-05,7.81304E-06,2.34601E-05,1.57894E-05,2.30089E-05,1.59509E-05,2.15285E-05,1.71531E-05,2.14297E-05,1.90722E-05,0.000217911,0.000177708,0.00017999,0.000190505,0.00016947,0.000174449,0.000150834
Equatorial Guinea,GNQ,-5.11535E-06,4.00819E-07,-3.29318E-06,-1.08195E-06,3.6214E-06,-2.45159E-06,2.23149E-06,1.54705E-06,-2.53367E-06,3.44332E-06,1.78762E-06,7.92096E-07,2.56483E-07,1.02945E-07,5.24837E-07,3.35342E-06,3.68617E-06,1.58818E-06,7.89423E-07
Eritrea,ERI,2.39823E-06,8.59746E-06,1.52939E-05,1.93796E-05,1.43462E-05,1.1876E-05,2.28533E-05,1.84515E-05,7.96182E-06,5.53422E-06,1.00921E-05,1.36707E-05,4.84764E-06,9.65904E-06,6.39983E-06,1.07839E-05,7.91797E-06,1.24872E-05,1.85552E-05
Estonia,EST,0.002265674,0.002033985,0.001966477,0.001821101,0.001056759,0.000958838,0.001167103,0.001412071,0.001492107,0.001523613,0.001794672,0.001708617,0.001765167,0.001724488,0.001967921,0.001846305,0.001778716,0.001655159,0.001346471
Eswatini,SWZ,5.95815E-06,6.07794E-06,1.52783E-05,8.70861E-06,1.45723E-05,1.58544E-05,1.39042E-05,7.22438E-06,1.07412E-05,1.7704E-05,2.79485E-05,3.03015E-05,2.17903E-05,2.19039E-05,1.59509E-05,2.33867E-05,2.22445E-05,3.30496E-05,3.05568E-05
Ethiopia,ETH,0.000279829,0.00030045,0.000331576,0.000328803,0.000302574,0.000292718,0.000367428,0.000465183,0.000455346,0.000517078,0.000543081,0.0006301,0.000769262,0.000935051,0.001202272,0.001240884,0.001357949,0.001783038,0.001927653
Fiji,FJI,3.97036E-05,6.08204E-05,5.2061E-05,6.4659E-05,8.07296E-05,7.30737E-05,0.000108051,0.000106048,8.07703E-05,8.0506E-05,7.676E-05,7.49974E-05,7.29557E-05,9.2591E-05,0.00013221,0.000114101,0.000183532,0.000141142,0.00013063
Finland,FIN,0.014500179,0.014731609,0.014094447,0.013891106,0.014015797,0.013461267,0.013575166,0.013650311,0.013744484,0.014187838,0.013840126,0.013268209,0.013198559,0.013315498,0.013607506,0.013160782,0.013014892,0.011761031,0.01035911
France,FRA,0.097182665,0.09745551,0.095003012,0.094065069,0.091628379,0.090789071,0.093990516,0.094966099,0.097400117,0.099138159,0.098502054,0.094137567,0.093543959,0.092845974,0.090856541,0.088984779,0.085585038,0.078388001,0.066903488
Gabon,GAB,3.36173E-05,4.48688E-05,4.27752E-05,3.77464E-05,4.22673E-05,6.14505E-05,5.21388E-05,3.96298E-05,4.82939E-05,6.24892E-05,4.9792E-05,6.58574E-05,5.69509E-05,6.1106E-05,6.70427E-05,7.24018E-05,6.75396E-05,6.45215E-05,5.86962E-05
"Gambia, The",GMB,4.04747E-05,5.54378E-05,3.6543E-05,4.441E-05,4.99965E-05,4.31964E-05,5.59907E-05,4.38527E-05,5.0756E-05,4.52988E-05,5.21891E-05,3.82957E-05,4.05138E-05,5.1643E-05,5.20724E-05,5.0213E-05,5.43798E-05,5.10822E-05,3.03486E-05
Georgia,GEO,0.000921896,0.000905794,0.000862115,0.000782667,0.000894369,0.001031528,0.001092885,0.001003037,0.000932615,0.00098687,0.000750019,0.000892911,0.000791855,0.000770769,0.000736198,0.000742148,0.000869609,0.000716709,0.000663549
Germany,DEU,0.166703803,0.165827708,0.162236878,0.160589407,0.155564028,0.158236476,0.160521953,0.165235632,0.168580866,0.172701753,0.171358362,0.159263397,0.158369698,0.153788571,0.155388048,0.152218109,0.149231465,0.139353042,0.124220196
Ghana,GHA,0.000217372,0.000187877,0.000224951,0.000223433,0.000241545,0.00023697,0.000252857,0.000303237,0.000339667,0.000406385,0.000442254,0.000498777,0.000612832,0.000686349,0.000743001,0.000908668,0.001166138,0.001144694,0.001239629
Greece,GRC,0.008940793,0.0097303,0.010378827,0.010568504,0.011539402,0.012333948,0.014173037,0.014678876,0.015502571,0.015765833,0.015304175,0.01455453,0.014246896,0.014090884,0.013681057,0.013226289,0.012881887,0.011774031,0.010518285
Guatemala,GTM,0.000546991,0.00053423,0.000526076,0.000524493,0.000440102,0.000596767,0.000675133,0.000158713,0.000383973,0.000420215,0.000443802,0.000373209,0.000387397,0.00036583,0.000321864,0.000380188,0.000311243,0.000327878,0.000276616
Guinea,GIN,3.58807E-08,2.10315E-05,1.22717E-05,6.26477E-06,1.3244E-05,5.71331E-06,1.85214E-05,1.53385E-05,1.11853E-05,1.28837E-05,1.1413E-05,1.18663E-05,1.12496E-05,9.6474E-06,2.32053E-05,3.32147E-05,4.18408E-05,3.82245E-05,2.46791E-05
Guinea-Bissau,GNB,-2.68738E-06,1.31701E-06,3.95688E-06,9.83187E-06,1.28625E-05,8.79465E-06,5.49984E-06,1.28252E-05,3.888E-06,8.45145E-06,4.38047E-06,1.06633E-05,1.24996E-05,1.14865E-05,1.82191E-05,9.66755E-06,1.07582E-05,1.53175E-05,1.25355E-05
Guyana,GUY,1.17328E-05,1.12642E-05,8.29439E-06,8.73897E-06,1.37951E-05,2.15361E-05,1.12065E-05,1.13069E-05,8.68521E-06,1.05674E-05,2.19066E-05,1.15714E-05,2.59611E-05,2.75024E-05,2.94175E-05,2.0625E-05,2.6809E-05,3.30621E-05,2.60753E-05
Haiti,HTI,3.43176E-06,5.34171E-06,5.42882E-06,6.17369E-06,6.75829E-06,7.4165E-06,1.62776E-05,1.11794E-05,5.13172E-06,1.26833E-05,1.56936E-05,3.31319E-05,3.14873E-05,4.24658E-05,5.85505E-05,3.65985E-05,3.52022E-05,4.19208E-05,2.59474E-05
Honduras,HND,0.000273581,0.000275389,0.000284996,1.40365E-05,1.54342E-05,1.48143E-05,1.27499E-05,1.27359E-05,1.84065E-05,1.94443E-05,2.61873E-05,0.000269372,0.000245087,0.000208181,2.88148E-05,0.000221283,0.000187221,0.000195875,0.000161023
Hungary,HUN,0.015609486,0.015415678,0.016278811,0.014171923,0.010245737,0.008410926,0.007979955,0.008130539,0.008787756,0.008226452,0.007826607,0.008014945,0.007997309,0.00761566,0.007995941,0.007795685,0.007549087,0.007144911,0.006442586
Iceland,ISL,0.001953229,0.001610485,0.001154053,0.001647708,0.001163434,0.001240724,0.000918245,0.000592565,0.000604555,0.00068145,0.000749067,0.000691436,0.000760634,0.000699099,0.000713506,0.00072138,0.000763682,0.000676303,0.000660846
India,IND,0.049220559,0.052879013,0.055357962,0.058785393,0.06427919,0.073659136,0.082504609,0.09403767,0.100849285,0.103977683,0.115039383,0.125442474,0.129879038,0.132796402,0.141280536,0.149104231,0.156351527,0.15670833,0.158495197
Indonesia,IDN,0.007864952,0.006904025,0.006764527,0.005752823,0.005936177,0.00647338,0.00638543,0.006734618,0.006515778,0.006144782,0.00733447,0.007737676,0.002436948,0.009499931,0.010361859,0.012369219,0.015495283,0.021467244,0.032443881
"Iran, Islamic Rep.",IRN,0.003226466,0.004075799,0.005429496,0.00730072,0.009418384,0.012572447,0.017992739,0.025598473,0.03389359,0.036782968,0.040972042,0.044574835,0.042856545,0.042914404,0.04645557,0.043289681,0.052544632,0.053205023,0.048588507
Iraq,IRQ,0.00014578,0.000149184,0.000161407,0.000180112,0.000128871,0.000179399,0.000319703,0.000306273,0.000388744,0.000465657,0.00067446,0.000752905,0.000961959,0.000974231,0.0009973,0.001209539,0.001407788,0.002587874,0.005925601
Ireland,IRL,0.004361783,0.004623029,0.004751886,0.004712368,0.005432733,0.006158668,0.00626025,0.007003149,0.007309101,0.008020803,0.008529501,0.008631289,0.008268027,0.008293918,0.008301484,0.007960265,0.008105689,0.00757787,0.006827886
Israel,ISR,0.026124781,0.025277928,0.024448331,0.023309909,0.022885259,0.021781004,0.022778682,0.022929508,0.022443015,0.020987088,0.020480499,0.01948257,0.019184705,0.018077933,0.018711681,0.019009725,0.018358892,0.017539135,0.016541006
Italy,ITA,0.066932436,0.061138705,0.061194448,0.0639975,0.06265773,0.062082299,0.065278343,0.076913126,0.078726835,0.081498411,0.080154341,0.077487424,0.079911049,0.082414405,0.083819341,0.081999874,0.083072446,0.078051928,0.069748345
Jamaica,JAM,0.00034909,0.000366791,0.000327058,0.000283269,0.000329225,0.00026705,0.000360866,0.00040702,0.000413256,0.00039206,0.000374801,0.000340441,0.000330236,0.000326779,0.000354112,0.000230629,0.000232987,0.000221503,0.000200538
Japan,JPN,0.476600783,0.504265845,0.498533492,0.492268046,0.477804848,0.476055845,0.47086408,0.46339537,0.455105275,0.444250191,0.435696361,0.357883651,0.313018167,0.273186586,0.256270923,0.234355149,0.216383795,0.205460651,0.187016939
Jordan,JOR,0.001166919,0.001162272,0.00113388,0.001263876,0.001286156,0.0012822,0.001776559,0.002001158,0.002204268,0.002147497,0.002239448,0.002071257,0.001984688,0.001997043,0.001927839,0.001944378,0.002160039,0.002214471,0.002576688
Kazakhstan,KAZ,0.001438406,0.001532173,0.001598383,0.001718772,0.001685221,0.00148711,0.001470455,0.001722861,0.001623272,0.001952611,0.002110886,0.001608162,0.000518193,0.001709265,0.001851128,0.001880924,0.002216539,0.002416675,0.002535271
Kenya,KEN,0.000580271,0.000658194,0.000769957,0.000766411,0.0007246,0.00068982,0.000711825,0.000842002,0.000882017,0.001047222,0.001032512,0.001141419,0.001101933,0.001160963,0.001198212,0.001198733,0.001295084,0.001305265,0.0012558
"Korea, Dem. People’s Rep.",PRK,8.06925E-07,-4.82651E-07,-1.69598E-06,-3.07813E-07,1.96817E-06,0.004077734,0.004652108,0.005231193,9.26899E-06,0.006801865,0.006886455,0.004828629,0.003944887,8.15753E-06,1.80575E-05,4.31801E-05,4.62551E-05,6.00753E-05,8.10715E-05
"Korea, Rep.",KOR,0.129122385,0.130281276,0.133085539,0.145022242,0.162571636,0.177355913,0.188038028,0.200356156,0.200634472,0.204416288,0.212873187,0.186298936,0.172116199,0.163383752,0.160606916,0.154578941,0.142051578,0.135981742,0.129981027
Kuwait,KWT,0.000824905,0.000848189,0.000795341,0.000797418,0.000789173,0.000803182,0.000833846,0.000921134,0.000963,0.001001452,0.000907865,0.000946957,0.000972508,0.001023187,0.000920463,0.001015916,0.000972179,0.000907515,0.00115374
Kyrgyz Republic,KGZ,0.000101947,0.000121783,0.000130725,0.000155659,4.46129E-05,5.48717E-05,6.44599E-05,0.000165808,0.000168198,0.000167119,0.000159014,0.000135446,0.000108768,0.000110924,0.000106598,9.27811E-05,0.000141249,0.000145862,0.000128056
Lao PDR,LAO,8.9439E-06,9.13736E-06,1.67972E-05,2.45708E-05,6.78932E-05,3.50495E-05,6.9925E-05,5.928E-05,8.0609E-05,7.00717E-05,6.94072E-05,9.88316E-05,0.000117908,0.000142104,9.94894E-05,0.000132556,0.000149343,0.000157436,0.000127236
Latvia,LVA,0.000685637,0.000737789,0.000774427,0.00052294,0.000551548,0.000735972,0.000630023,0.000742281,0.000985333,0.001095449,0.001155674,0.001666953,0.001501351,0.001526726,0.001385,0.001748345,0.001618609,0.001714565,0.001374862
Lebanon,LBN,0.000614427,0.000670186,0.000579061,0.000694594,0.000678618,0.000722612,0.000816532,0.000824186,0.000921818,0.000953311,0.000965165,0.001028923,0.001180979,0.001522303,0.001638063,0.001686176,0.001648487,0.001621897,0.001679604
Lesotho,LSO,4.59652E-06,1.77103E-05,1.56854E-05,7.43356E-06,4.72355E-06,4.42617E-06,1.22181E-05,9.77598E-06,9.12939E-06,1.19071E-05,1.21835E-05,1.33287E-05,2.23828E-05,1.53857E-05,1.12245E-05,1.85399E-05,2.18225E-05,2.02812E-05,1.58766E-05
Liberia,LBR,-3.47483E-06,-2.3314E-06,-2.93303E-06,-1.56768E-06,-1.65478E-07,-2.00954E-06,2.65949E-06,7.17773E-07,-1.37878E-06,9.89334E-07,1.39625E-06,9.29528E-06,6.71682E-06,3.80433E-06,6.68838E-06,1.18188E-05,1.6872E-05,2.3967E-05,2.23601E-05
Libya,LBY,9.61703E-05,7.60194E-05,5.99061E-05,7.89578E-05,9.16098E-05,0.000100286,0.000116403,0.000139768,0.000163757,0.000290685,0.000364224,0.000149663,0.000176613,0.000238516,0.000217703,0.000209173,0.000162487,0.000180102,0.000151567
Lithuania,LTU,0.001138058,0.001189723,0.001699962,0.001576555,0.001847165,0.002071481,0.002369648,0.002240424,0.003296659,0.002977659,0.002981224,0.002953742,0.002732077,0.002693997,0.002948452,0.002905106,0.002695024,0.002590626,0.002178082
Luxembourg,LUX,0.000330789,0.000258172,0.000220923,0.000155644,0.000254713,0.000308854,0.000308245,0.000317844,0.000467066,0.000570485,0.000645258,0.000793936,0.000794472,0.000983303,0.00112739,0.001079241,0.001248639,0.001298097,0.001042878
Madagascar,MDG,0.000184861,0.000160918,0.000104851,0.000131309,0.00010959,0.000122949,0.000129832,0.000217309,0.000180557,0.000153843,0.00013854,0.000174202,0.000146433,0.000174827,0.000164076,0.000154138,0.000146832,0.000180206,0.000150179
Malawi,MWI,0.000134855,0.000118868,0.000117045,0.000112109,0.00011207,0.000105941,0.000111605,0.000163753,0.000138781,0.000130049,0.000153726,0.000167035,0.000179943,0.000159181,0.00019777,0.00020792,0.000218849,0.000239486,0.000217169
Malaysia,MYS,0.013786553,0.011592322,0.010210223,0.010577457,0.010649249,0.011449755,0.009816502,0.007426692,0.013211203,0.015930078,0.019978506,0.022236676,0.022725442,0.023908292,0.025813431,0.027356272,0.028511821,0.02845515,0.027544334
Maldives,MDV,-4.29509E-06,5.97977E-06,-2.4476E-06,1.34672E-06,1.87776E-07,7.59765E-07,2.76325E-06,3.49903E-06,-2.92709E-06,1.76559E-06,1.27394E-06,6.35867E-06,7.9902E-06,5.60846E-06,5.73038E-06,6.60932E-06,4.42759E-06,5.52745E-06,5.37048E-06
