Country_Name,Country_Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Lebanon,LBN,0.07646869,0.078209227,0.069451925,0.073326942,0.078856996,0.083491185,0.109004843,0.128636956,0.156157367,0.245079429,0.49942647,0.305118581,0.34195839,0.388517889,0.392746846,0.397385666,0.408074102,0.456589144,0.411524192
Lesotho,LSO,0.002036597,0.002857622,0.007667382,0.010033749,0.013783917,0.015646385,0.017461942,0.019831909,0.020746222,0.021253366,0.022020469,0.038545893,0.053726052,0.079280153,0.11370789,0.129294297,0.140796052,0.14673308,0.147211509
Liberia,LBR,0.000170218,0.000264158,0.000206732,0.000191658,0.000184832,0.001175103,0.002111074,0.003042917,0.002912088,0.010752688,0.012313952,0.013182916,0.013512137,0.016572274,0.02755705,0.16802444,0.037251146,0.039922399,0.040061472
Libya,LBY,0.001798487,0.00286354,0.014183634,0.016926377,0.021056372,0.022516023,0.024025538,0.026059599,0.049450549,0.058064516,0.074954492,0.073824332,0,0.085450787,0.090464548,0.096823217,0.103176691,0.108794603,0.1091736
Lithuania,LTU,0.061798726,0.150792496,0.206495984,0.250525276,0.280840377,0.302864689,0.339927767,0.370090083,0.415641553,0.425524669,0.440155756,0.447003674,0.463585035,0.45032865,0.459947071,0.484067158,0.471851621,0.492494066,0.499092679
Luxembourg,LUX,0.220070461,0.370684745,0.339927471,0.416219108,0.480815058,0.490456857,0.49319655,0.523698845,0.527774131,0.57072112,0.568942306,0.569495604,0.567489049,0.544981367,0.531758838,0.557686949,0.557946582,0.546164207,0.544030814
Madagascar,MDG,0.00188841,0.010650816,0.011059311,0.011457864,0.01204365,0.012175213,0.012306212,0.012499641,0.015907178,0.025658235,0.024615301,0.111932953,0.016656495,0.01963457,0.02413182,0.0236725,0.031959999,0.052468267,0.051665246
Malawi,MWI,0.001219048,0.018628058,0.01870594,0.019023427,0.019417842,0.019556355,0.01972145,0.022677025,0.026678799,0.04211236,0.033197207,0.205174807,0.044403996,0.13138286,0.063507043,0.049823283,0.204442347,0.164533712,0.163300968
Malaysia,MYS,0.205622415,0.534306094,0.530105566,0.536058654,0.577575169,0.605221799,0.614191966,0.633138953,0.735355988,0.800026666,0.772209711,0.816165245,0.832055949,0.715199285,0.731645989,0.81573646,0.759580607,0.820168508,0.839195202
Maldives,MDV,0.021191086,0.028351265,0.033886462,0.036034127,0.039358406,0.039571671,0.061739896,0.090047032,0.127592546,0.13347315,0.142189854,0.179469909,0.202514707,0.228564867,0.251202355,0.277524644,0.300941883,0.317124759,0.3182069
